error_type,instruction,category,intent,risk_bucket,gold,pred,pred_brief_reason,pred_customer_response,reference_response,raw_output
askback_to_escalate,I have got to contact a human agent,CONTACT,contact_human_agent,human_agent,Ask Back,Escalate,"The user is requesting human support, so the case should be escalated.","Thank you for reaching out! I completely understand your need to speak with a human agent. Your concerns and queries are important to us, and we want to ensure that you receive personalized assistance. Please allow me a moment to connect you with one of our dedicated representatives who will be able to address your needs promptly. Stay with me, and I'll make sure you're connected to the right person.","Thanks for getting in touch! I grasp that you are seeking to contact a human agent for assistance. I'm here to help you with that. To connect you with a human agent, could you please provide me with more information about the issue or question you have? This will allow me to direct you to the most appropriate department or representative who can assist you promptly and effectively. Your feedback is valuable to us, and we want to make sure we address your concerns properly.","{""action"": ""Escalate"", ""brief_reason"": ""The user is requesting human support, so the case should be escalated."", ""customer_response"": ""Thank you for reaching out! I completely understand your need to speak with a human agent. Your concerns and queries are important to us, and we want to ensure that you receive personalized assistance. Please allow me a moment to connect you with one of our dedicated representatives who will be able to address your needs promptly. Stay with me, and I'll make sure you're connected to the right person.""}"
askback_to_escalate,want assistance talking to an operator,CONTACT,contact_human_agent,human_agent,Ask Back,Escalate,"The user is requesting human support, so the case should be escalated.","I’ll route this to a human support agent so they can review the case and assist you further. Please keep any relevant order, account, or issue details available for the agent.","Your input is valuable! I'm picking up that you need assistance talking to an operator. Rest assured, I'm here to help you connect with the right person who can assist you further. Before I proceed, may I kindly ask for some additional details about your concern? This will enable me to direct you to the most suitable operator who can address your specific needs. Your cooperation is greatly appreciated, and I assure you that we will make sure you receive the assistance you require.","{""action"": ""Escalate"", ""brief_reason"": ""The user is requesting human support, so the case should be escalated."", ""customer_response"": ""I’ll route this to a human support agent so they can review the case and assist you further. Please keep any relevant order, account, or issue details available for the agent.""}"
askback_to_escalate,is it possible to speakto a person?,CONTACT,contact_human_agent,human_agent,Ask Back,Escalate,"The user is requesting human support, so the case should be escalated.",I understand that you would like to speak with a human support agent. I will route this request to the appropriate support team for further assistance.,"We're here for you! I'm aware that you're looking to speak to a person and I'm here to help you with that. Rest assured, we have dedicated human representatives available to assist you. To connect you with the right person for your specific needs, could you please provide me with some more details about the nature of your inquiry or the specific assistance you require? With this information, I'll be able to ensure that you are connected with the most suitable person who can assist you further. Your patience is highly appreciated, and we value your time.","{""action"": ""Escalate"", ""brief_reason"": ""The user is requesting human support, so the case should be escalated."", ""customer_response"": ""I understand that you would like to speak with a human support agent. I will route this request to the appropriate support team for further assistance.""}"
askback_to_escalate,i want  assistance speaking with an assistant,CONTACT,contact_human_agent,human_agent,Ask Back,Escalate,"The user is requesting human support, so the case should be escalated.","I’ll route this to a human support agent so they can review the case and assist you further. Please keep any relevant order, account, or issue details available for the agent.","Grateful for your contact! I get the sense that you are seeking assistance and would like to speak with an assistant. Our team of dedicated representatives is available to help you with any questions or concerns you may have. To connect you with the right person, could you please provide some more details about the specific assistance you need? This will help us ensure that we provide you with the most accurate and personalized support. We value your time and aim to provide you with exceptional service.","{""action"": ""Escalate"", ""brief_reason"": ""The user is requesting human support, so the case should be escalated."", ""customer_response"": ""I’ll route this to a human support agent so they can review the case and assist you further. Please keep any relevant order, account, or issue details available for the agent.""}"
askback_to_escalate,I have to contact an assistant,CONTACT,contact_human_agent,human_agent,Ask Back,Escalate,"The user is requesting human support, so the case should be escalated.","We're here to help! I take note that you need to contact an assistant. Our dedicated team of human representatives is here to assist you. Please allow me a moment to connect you with the right person who can provide the assistance you need. Your satisfaction is our top priority, and we appreciate your patience.","Thank you for trusting us! I'm fully aware of you need to contact an assistant. Our team of dedicated human representatives is here to assist you. Please provide me with a few more details about your query, so that I can connect you with the most suitable assistant. Your satisfaction is our top priority, and we are committed to providing you with the best possible support. While I gather the necessary information, please feel free to share any specific concerns or questions you have. We appreciate your patience and look forward to helping you.","{""action"": ""Escalate"", ""brief_reason"": ""The user is requesting human support, so the case should be escalated."", ""customer_response"": ""We're here to help! I take note that you need to contact an assistant. Our dedicated team of human representatives is here to assist you. Please allow me a moment to connect you with the right person who can provide the assistance you need. Your satisfaction is our top priority, and we appreciate your patience.""}"
askback_to_escalate,i want help talking to an operator,CONTACT,contact_human_agent,human_agent,Ask Back,Escalate,"The user is requesting human support, so the case should be escalated.","I’ll route this to a human support agent so they can review the case and assist you further. Please keep any relevant order, account, or issue details available for the agent.","Grateful for your contact! I get the sense that you're looking for assistance in speaking to an operator. Our goal is to ensure you receive the support you need. As a first step, could you please provide me with more information about the issue or question you have? Understanding the nature of your request will enable me to connect you with the most suitable operator who can assist you effectively. We're here to help, so go ahead and share the details.","{""action"": ""Escalate"", ""brief_reason"": ""The user is requesting human support, so the case should be escalated."", ""customer_response"": ""I’ll route this to a human support agent so they can review the case and assist you further. Please keep any relevant order, account, or issue details available for the agent.""}"
askback_to_escalate,I want help notifying of troubles with online paymnet,PAYMENT,payment_issue,payment_refund,Ask Back,Escalate,This is a payment or refund-related case that may require billing support or official review.,"I’m sorry about this payment or refund issue. This case should be reviewed by our billing support team, so I will escalate it for manual review and further assistance.","Indeed! We're here to assist you with any troubles you're facing regarding online payments. Please provide us with more details about the specific issues you're encountering so that we can better understand and address your concerns. Your feedback is essential as it helps us improve our system and provide you with the best possible support. Thank you for reaching out to us, and we'll work together to resolve these troubles.","{""action"": ""Escalate"", ""brief_reason"": ""This is a payment or refund-related case that may require billing support or official review."", ""customer_response"": ""I’m sorry about this payment or refund issue. This case should be reviewed by our billing support team, so I will escalate it for manual review and further assistance.""}"
askback_to_escalate,can you help me report troubles with payment?,PAYMENT,payment_issue,payment_refund,Ask Back,Escalate,This is a payment or refund-related case that may require billing support or official review.,"I’m sorry about the payment or refund issue. This case may require billing review, so it should be escalated to the billing support team for manual investigation. Please keep your order number or payment reference ready, but do not share full card details here.","Indeed! I'm here to assist you with reporting any troubles you're facing with payment. Please provide me with more details about the specific issue or error you encountered. The more information you can share, the better I'll be able to understand and address the problem effectively. Together, we'll work towards finding a resolution and ensuring a seamless payment experience for you. Thank you for reaching out to us with your concerns.","{""action"": ""Escalate"", ""brief_reason"": ""This is a payment or refund-related case that may require billing support or official review."", ""customer_response"": ""I’m sorry about the payment or refund issue. This case may require billing review, so it should be escalated to the billing support team for manual investigation. Please keep your order number or payment reference ready, but do not share full card details here.""}"
askback_to_escalate,I nerd to report a trouble with online payment,PAYMENT,payment_issue,payment_refund,Ask Back,Escalate,This is a payment or refund-related case that may require billing support or official review.,"I’m sorry about this payment or refund issue. This case should be reviewed by our billing support team, so I will escalate it for manual review and further assistance.","I appreciate you reaching out to report the trouble you're facing with your online payment. Rest assured, I'm here to assist you every step of the way to resolve this issue. To better understand the problem, could you please provide more details about the specific trouble you encountered? By sharing this information, you not only help us pinpoint the problem but also enable us to improve our system for future users. Thank you for your patience and cooperation.","{""action"": ""Escalate"", ""brief_reason"": ""This is a payment or refund-related case that may require billing support or official review."", ""customer_response"": ""I’m sorry about this payment or refund issue. This case should be reviewed by our billing support team, so I will escalate it for manual review and further assistance.""}"
askback_to_escalate,I have to inform of damn problems with payment,PAYMENT,payment_issue,payment_refund,Ask Back,Escalate,This is a payment or refund-related case that may require billing support or official review.,"I’m sorry about this payment or refund issue. This case should be reviewed by our billing support team, so I will escalate it for manual review and further assistance.","I'm really sorry to hear that you're experiencing such difficulties with your payment. I completely understand how frustrating it can be. Rest assured, I'm here to help and guide you through the process of reporting the problem. Please provide me with specific details about the payment errors you're facing, such as any error codes or messages you've encountered. This information will enable us to investigate and address the issue more effectively. Together, we'll work towards a resolution and ensure a smoother payment experience for you. Thank you for bringing this to our attention.","{""action"": ""Escalate"", ""brief_reason"": ""This is a payment or refund-related case that may require billing support or official review."", ""customer_response"": ""I’m sorry about this payment or refund issue. This case should be reviewed by our billing support team, so I will escalate it for manual review and further assistance.""}"
askback_to_escalate,I need help notifying of a trouble with online payments,PAYMENT,payment_issue,payment_refund,Ask Back,Escalate,This is a payment or refund-related case that may require billing support or official review.,"I’m sorry about this payment or refund issue. This case should be reviewed by our billing support team, so I will escalate it for manual review and further assistance.","I've become conscious that you're experiencing some trouble with your online payments, and I'm here to help. Please provide me with more details about the issue you encountered so that I can assist you in notifying the appropriate team and resolve this matter as quickly as possible. Rest assured, we are committed to ensuring a smooth payment experience for you and appreciate your patience as we work towards a resolution.","{""action"": ""Escalate"", ""brief_reason"": ""This is a payment or refund-related case that may require billing support or official review."", ""customer_response"": ""I’m sorry about this payment or refund issue. This case should be reviewed by our billing support team, so I will escalate it for manual review and further assistance.""}"
askback_to_escalate,help to solve an error withonline payments,PAYMENT,payment_issue,payment_refund,Ask Back,Escalate,This is a payment or refund-related case that may require billing support or official review.,"I’m sorry about the payment or refund issue. This case may require billing review, so it should be escalated to the billing support team for manual investigation. Please keep your order number or payment reference ready, but do not share full card details here.","I appreciate you reaching out for assistance in resolving an error with your online payments. Rest assured that I'm here to help you navigate through this issue and find a solution. To begin, it would be helpful if you could provide me with more specific details about the error you are encountering. This will enable us to pinpoint the root cause and take the necessary steps to rectify the situation. Additionally, please let me know the platform or service you are using for online payments, as this can further assist us in troubleshooting. Thank you for bringing this to our attention, and we'll work together to resolve it.","{""action"": ""Escalate"", ""brief_reason"": ""This is a payment or refund-related case that may require billing support or official review."", ""customer_response"": ""I’m sorry about the payment or refund issue. This case may require billing review, so it should be escalated to the billing support team for manual investigation. Please keep your order number or payment reference ready, but do not share full card details here.""}"
askback_to_escalate,solve problems with apyment,PAYMENT,payment_issue,payment_refund,Ask Back,Escalate,This is a payment or refund-related case that may require billing support or official review.,"I’m sorry about the payment or refund issue. This case may require billing review, so it should be escalated to the billing support team for manual investigation. Please keep your order number or payment reference ready, but do not share full card details here.","I'm sorry to hear that you're experiencing problems with your payment. Rest assured, I'm here to help you resolve this issue. To better understand and assist you, could you please provide more details about the specific problem you're facing? It could be related to a payment error, declined transaction, or any other payment-related issue. By sharing more information, we can work together to find a solution and ensure your payment is processed smoothly. Thank you for bringing this to our attention.","{""action"": ""Escalate"", ""brief_reason"": ""This is a payment or refund-related case that may require billing support or official review."", ""customer_response"": ""I’m sorry about the payment or refund issue. This case may require billing review, so it should be escalated to the billing support team for manual investigation. Please keep your order number or payment reference ready, but do not share full card details here.""}"
askback_to_escalate,i cannot check the compensation current status,REFUND,track_refund,payment_refund,Ask Back,Escalate,This is a payment or refund-related case that may require billing support or official review.,"I’m sorry about the payment or refund issue. This case may require billing review, so it should be escalated to the billing support team for manual investigation. Please keep your order number or payment reference ready, but do not share full card details here.","I fathom that you're having difficulties checking the current status of your compensation. Please allow me to assist you with that. In order for me to provide you with an accurate update, could you please provide me with some additional information? Specifically, I would need the reference number or any details related to your compensation. With that information, I'll be able to look into the status and provide you with the necessary updates. Thank you for your cooperation and patience as we work towards resolving this issue.","{""action"": ""Escalate"", ""brief_reason"": ""This is a payment or refund-related case that may require billing support or official review."", ""customer_response"": ""I’m sorry about the payment or refund issue. This case may require billing review, so it should be escalated to the billing support team for manual investigation. Please keep your order number or payment reference ready, but do not share full card details here.""}"
askback_to_escalate,i cannot check if there are any news on the compensation,REFUND,track_refund,payment_refund,Ask Back,Escalate,This is a payment or refund-related case that may require billing support or official review.,"I’m sorry about this payment or refund issue. This case should be reviewed by our billing support team, so I will escalate it for manual review and further assistance.","I understood that you're facing difficulties checking for any updates on the compensation. Let me assure you, I'm here to help. To provide you with the most accurate information, could you please provide me with the necessary details, such as the date of your compensation request or any reference number associated with it? Once I have this information, I'll be able to investigate the status of your compensation and provide you with the latest updates. Your patience is greatly appreciated as I work on resolving this for you.","{""action"": ""Escalate"", ""brief_reason"": ""This is a payment or refund-related case that may require billing support or official review."", ""customer_response"": ""I’m sorry about this payment or refund issue. This case should be reviewed by our billing support team, so I will escalate it for manual review and further assistance.""}"
askback_to_escalate,I have got to know if there are any news on my compensation,REFUND,track_refund,payment_refund,Ask Back,Escalate,This is a payment or refund-related case that may require billing support or official review.,"I’m sorry about the payment or refund issue. This case may require billing review, so it should be escalated to the billing support team for manual investigation. Please keep your order number or payment reference ready, but do not share full card details here.","I truly appreciate your need for updates on your compensation. Rest assured, I understand the importance of staying informed about the progress of your case. Let me quickly check the current status for you. While I'm doing that, may I ask if you have any specific concerns or questions regarding your compensation? Your insights and queries are valuable to us. Thank you for your patience while I gather the necessary information.","{""action"": ""Escalate"", ""brief_reason"": ""This is a payment or refund-related case that may require billing support or official review."", ""customer_response"": ""I’m sorry about the payment or refund issue. This case may require billing review, so it should be escalated to the billing support team for manual investigation. Please keep your order number or payment reference ready, but do not share full card details here.""}"
askback_to_escalate,i cant check my restitution current status,REFUND,track_refund,payment_refund,Ask Back,Escalate,This is a payment or refund-related case that may require billing support or official review.,"I’m sorry about the payment or refund issue. This case may require billing review, so it should be escalated to the billing support team for manual investigation. Please keep your order number or payment reference ready, but do not share full card details here.",We apologize for the inconvenience you are experiencing while trying to check the current status of your restitution. We understand how important it is for you to stay updated. Allow us to assist you further by providing the necessary information. Could you please provide us with the details of your restitution request? This will enable us to investigate the status and provide you with an accurate update. We appreciate your patience and collaboration in resolving this matter.,"{""action"": ""Escalate"", ""brief_reason"": ""This is a payment or refund-related case that may require billing support or official review."", ""customer_response"": ""I’m sorry about the payment or refund issue. This case may require billing review, so it should be escalated to the billing support team for manual investigation. Please keep your order number or payment reference ready, but do not share full card details here.""}"
askback_to_escalate,i want help to see the status of my compensation,REFUND,track_refund,payment_refund,Ask Back,Escalate,This is a payment or refund-related case that may require billing support or official review.,"I’m sorry about the payment or refund issue. This case may require billing review, so it should be escalated to the billing support team for manual investigation. Please keep your order number or payment reference ready, but do not share full card details here.","I'm with you, your need to check the status of your compensation. Rest assured, you are not alone in this. Let's work together to find the information you're looking for. Could you please provide me with some details such as the date of your claim submission or any reference numbers you may have received? This will enable me to quickly locate the status of your compensation and provide you with the most accurate update. Thank you for your cooperation, and I appreciate your patience.","{""action"": ""Escalate"", ""brief_reason"": ""This is a payment or refund-related case that may require billing support or official review."", ""customer_response"": ""I’m sorry about the payment or refund issue. This case may require billing review, so it should be escalated to the billing support team for manual investigation. Please keep your order number or payment reference ready, but do not share full card details here.""}"
askback_to_escalate,I cannot see if there are any updates on my compensation,REFUND,track_refund,payment_refund,Ask Back,Escalate,This is a payment or refund-related case that may require billing support or official review.,"I’m sorry about this payment or refund issue. This case should be reviewed by our billing support team, so I will escalate it for manual review and further assistance.","I understand your frustration regarding the lack of visibility on the updates of your compensation. It's essential for you to stay informed about the progress. Let me assist you in checking the current status of your compensation. Please bear with me while I gather the necessary information. I'll do my best to provide you with an update as soon as possible, ensuring you have the peace of mind you deserve.","{""action"": ""Escalate"", ""brief_reason"": ""This is a payment or refund-related case that may require billing support or official review."", ""customer_response"": ""I’m sorry about this payment or refund issue. This case should be reviewed by our billing support team, so I will escalate it for manual review and further assistance.""}"
